CodigoInternoPuntoDescarga,LatitudPuntoDescarga,LongitudPuntoDescarga
24870907-RUTA1-20,41.3664,2.1646
13066_00BE,46.2383,5.6294
88150,45.7536,9.5905
89297,38.6755,-8.441
86093,46.2449,5.6371
91196,54.2817,-8.469
100521495,43.4014,-5.2337
100585086,43.0542,-8.2291
13126,50.5161,10.7893
100586381,42.7392,-4.1389
100581435,42.326,-1.7392
92349,46.3263,4.8854
91199_02BU,52.0224,8.5349
88412,50.9641,-1.3387
100581157,42.9653,-8.448
100538393,43.326,-0.4405
100586507,38.1194,-3.0973
100571000,45.6853,8.9109
100565668,41.6682,2.223
100546153,49.5176,8.4554
24872559-RUTA1-20,41.3664,2.1646
100571485,42.1879,-7.801
90199F69,45.9789,4.7178
13189,51.5209,5.6162
100560135,43.5878,-5.9357
100515938,39.484,-6.413
1436,38.6566,-27.2659
100551601,43.2567,-8.5536
1411,41.3419,2.1581
100586565,40.7308,-7.2263
100538613,42.6006,-8.7652
10239,41.549,1.993
92189K,50.8312,6.4414
85779,45.5226,9.0089
100560816,38.0382,-1.1903
100564105,51.3236,4.2874
24873572-RUTA1-20,41.3664,2.1646
100586570,37.1379,-8.2185
100555263,42.5684,-4.3245
12200,43.0395,-7.5734
24873543-RUTA1-20,41.3664,2.1646
100585110,41.9384,0.1557
100551101,40.4927,-3.6781
100531564,42.8215,-2.7729
100568135,42.0635,-7.7277
100586540,38.5522,-0.2612
100553554,43.3734,-4.4638
100577068,39.8773,-3.7296
100571916,41.3189,-7.1575
88226,54.3973,24.0124
92308,50.6953,3.2134
83827GO,51.9298,10.4146
100586137,37.691,-1.0707
100569559,38.7591,-27.1147
24874758-RUTA1-20,41.3664,2.1646
100575583,44.5371,3.5024
91319,50.8368,10.6983
89766_00DR,48.1841,2.2459
100578928,41.0203,-8.6052
100578492,42.873,-7.0632
100500457,41.5231,2.1454
81254,40.5517,-7.8367
91693BS,45.2096,11.8974
88902NEO,48.4821,-2.6521
12150,38.9094,-0.5395
82965PT,40.655,-8.5793
100535891,40.5155,-3.4124
91513R,47.9959,-4.0999
10411PET,42.4576,-2.4008
100567751,45.2842,4.8123
10287CAL,41.3115,1.2674
12584_00MO,41.5549,2.2723
82965_00RI,41.2883,-8.4574
100515983,43.2708,-2.3308
100544565,41.1321,-8.2797
89676MAZ,46.2726,5.6627
89427_00MA,43.5013,2.3745
11639,38.1199,-1.2694
20140,43.4664,-7.7259
100569286,41.4656,1.9589
100576566,41.9657,2.7757
100581344,37.7793,-3.8932
100563276,37.1722,-3.0368
100565852,38.6635,-27.2294
100533372,43.5648,-5.7183
10411QU,39.5941,-3.0401
100586480,37.1638,-3.7144
100586495,43.2372,-2.1497
89799_04SA,45.5833,9.5762
12037,37.9922,-1.1307
100540377,41.1206,-7.7341
100516227,43.3605,-3.229
100539166,41.1721,-8.6498
11524,38.8973,-0.4972
80619FC,48.9585,2.9607
100552106,47.2377,-0.0703
86082A,45.33,1.8794
12774E15,41.1289,1.2284
90164,45.8598,11.0051
91199DO,51.6093,7.7642
83921ROCH,45.2758,4.1917
100523488,41.7035,0.7061
100586611,40.618,-4.6385
90538,42.8534,13.7464
89799_06CA,40.7271,14.6925
81254POL,40.705,-8.4898
10411NAV,42.4362,-2.5776
80962,49.2209,2.133
100537482,41.6572,1.0838
100583683,38.7955,-9.3439
84672,46.4744,2.8178
96148,41.5231,2.1454
100579450,42.8354,-2.7471
88935B,46.1747,5.5473
100520157,43.5316,-5.7176
88869AP,40.5435,-8.7178
100586110,41.337,-8.5003
100531315,42.8393,-2.7369
30011B,38.2924,-0.6135
1200,38.823,-0.5494
100577379,38.6108,-8.9141
100573456,37.2248,-3.1569
90957HAB,45.9652,12.2949
10411MAK,41.2787,-4.6771
88733,48.0986,-0.7536
100563480,40.8567,-4.7226
100534090,43.3095,-5.8755
100586475,40.9149,-5.6652
100532946,41.6173,-4.7512
100563711,41.0084,-5.6129
100578064,41.5227,2.4279
70009BAR,41.4682,2.0273
91218SE5,57.7623,12.9753
91199D99,50.8431,10.708
89244,51.3074,4.9127
20167C,42.2992,-7.8428
30192,38.5934,-0.6725
10411ARI,40.3018,-3.8199
100579308,41.4785,1.9903
200104311,41.1102,1.2447
24878565-RUTA1-20,41.3664,2.1646
100549112,42.794,-8.17
100549059,42.3448,-3.6671
11488A,37.9536,-1.1837
24879062-RUTA1-20,41.3664,2.1646
24878566-RUTA1-20,41.3664,2.1646
100515993,40.4766,-3.4805
12855,38.3062,-0.6639
100586562,42.616,-7.7633
12484,41.5128,2.2015
88439,50.7975,4.2968
100586784,45.3331,1.8985
100516174,43.2799,-2.8676
10411_05LM,41.3962,2.152
100581063,39.8922,-5.4299
100555321,43.7417,1.3705
24879827-RUTA1-20,41.3664,2.1646
88902M,44.7625,-0.7178
100568430,37.7222,-3.9672
12623VIL,39.5624,-0.6305
81254POL,40.7065,-8.4956
100515807,42.8261,-1.6656
100578288,43.5604,-5.7003
24879924-RUTA1-20,41.3664,2.1646
100586629,45.43,9.0699
100586116,41.6552,2.3526
100586720,43.6326,1.4224
12623B,39.7132,-0.3489
100586778,35.2965,-2.968
100586750,43.3232,-0.4477
100557057,42.5176,-7.5132
100574748,37.2375,-6.9503
100555296,41.5281,-5.3987
100552012,43.0093,-9.1152
89239B,44.0287,4.5819
100547985,36.834,-2.4637
24880505-RUTA1-20,41.3664,2.1646
12034,41.6101,-1.0835
13033,41.6428,-0.7683
100586812,38.2483,-2.7276
100571755,38.3428,-0.612
100569246,40.9201,-1.3026
100586831,39.1778,-8.6181
24880516-RUTA1-20,41.3664,2.1646
92431,45.8574,12.5561
83889,49.3523,0.544
12157,37.9612,-1.225
100542050,40.341,-3.8065
12577PARC,39.5474,-0.4583
24879933-RUTA1-20,41.3664,2.1646
100555438,43.417,-3.8685
90474QUA,39.4686,-0.4968
100551015,41.6361,2.3441
89272,50.3805,17.9957
84571,44.4082,0.7073
86049,49.6758,5.0013
100586751,43.3682,-0.381
100577978,41.3373,-6.6545
24882516-RUTA1-20,41.3664,2.1646
100586822,42.4327,-6.9687
100586834,41.5435,-1.0126
13046_03CA,44.8226,10.2245
92509,53.4614,-2.8676
12909,45.2971,4.1357
12815_00AL,41.4697,-2.5367
13170_00AT,37.2209,-3.7045
89813,47.9941,2.6712
100586715,45.1519,0.5532
100559651,43.5454,-8.1492
100546486,38.6681,-27.0897
100568681,41.3616,-7.0652
100540385,40.5435,-8.5406
100586865,37.2507,-1.9157
24883000-RUTA1-20,41.3664,2.1646
84462,47.8391,-0.9451
24881045-RUTA1-20,41.3664,2.1646
100516893,38.8382,-0.5255
20365E47,41.2819,-4.6755
10411_07AB,41.3962,2.152
90474I15,44.9006,8.4033
89811,48.0563,-2.9885
83921WIR,45.7019,4.7645
91692,51.6221,-1.2886
88869POR,39.4609,-8.5393
100566673,36.5907,-6.2301
100541725,49.4916,0.2153
100583037,39.491,-5.8837
100586672,43.6585,0.6271
100586832,38.0911,-3.159
100586587,42.1554,-8.6353
13218,51.3198,4.9765
12484_00CS,41.8611,2.8863
100576346,41.4745,-6.3379
100546064,43.3925,-5.7937
89390SK3,48.2876,17.3726
30502A,38.1692,-0.8006
13041_00SH,51.4338,0.7505
12873_00SA,41.7807,1.8905
10411GMP,41.593,2.0945
10364_01OU,42.3884,-7.1432
84052C,53.1985,-0.1054
100552115,42.8428,-2.7589
87641,41.4193,-8.3216
88087,51.516,10.2357
100550080,40.585,0.4518
90957BS,45.509,10.3022
100530305,43.5007,-1.4968
12591,41.324,1.6535
100583045,43.2295,-7.5458
100550529,45.2411,5.6776
24884493-RUTA1-20,41.3664,2.1646
100586646,42.6286,2.7655
100564670,41.3972,1.8504
100001410,43.2399,-2.878
100578632,40.3483,-3.726
88869STO,41.3407,-8.4722
24882101-RUTA1-20,41.3664,2.1646
100549151,39.5135,-2.905
100582083,43.5545,-5.6997
100575704,40.437,-3.5336
100570370,36.7477,-3.0235
100524872,37.6838,-1.6997
100586893,38.9471,-5.901
100560865,44.8516,-0.6758
100569148,43.4346,-3.8877
100586892,40.2279,-3.6461
10411BH,42.1444,-0.3882
100586450,38.8748,-6.9727
100586919,42.4619,-2.4772
24886439-RUTA1-20,41.3664,2.1646
100519463,36.7246,-3.5286
20287EPO,42.2028,-8.6464
87210GB,45.6533,9.5502
100515989,42.2875,-1.9451
100539436,43.3678,-3.417
89363,51.9323,14.7004
100538423,38.3528,-0.606
100556569,39.5993,-3.0496
100568477,42.5176,-7.5132
100581710,41.9367,-2.0279
100586962,38.8729,-1.0885
24883867-RUTA1-20,41.3664,2.1646
100586596,38.8152,-0.4741
100575857,41.3363,-4.4317
91199_08WE,52.0224,8.5349
100554532,40.0263,-3.9251
82334,51.1078,7.4097
87440,51.153,9.5927
88869ST2,41.3431,-8.4738
100575270,49.3155,1.0485
100586147,45.8529,4.8339
100570020,40.5374,-8.6384
80858,51.4021,7.4227
90703IT,45.793,8.6987
11157_00LA,41.6398,2.4015
88621_00RO,48.0212,12.5523
84473,50.1106,3.435
30552,38.6301,-0.7776
100586910,37.3046,-4.9255
13220,40.3946,-3.7081
100529835,43.3951,3.4206
13232,48.9464,9.853
100586935,39.5818,-0.4435
89390Z,53.2447,7.5299
100568559,41.6061,-3.3759
100515877,38.2784,-0.6482
92538,45.2563,4.2555
100574098,38.954,-5.8628
24888726-RUTA1-20,41.3664,2.1646
90703_00PE,47.1641,18.1347
1218,38.9802,-0.5485
81393,47.1348,-0.8976
87641FIL,41.2759,-8.546
100576445,39.6425,3.032
24888610-RUTA1-20,41.3664,2.1646
24888615-RUTA1-20,41.3664,2.1646
100576171,38.1099,-3.6573
82198,50.326,11.8829
89458_00KR,50.1704,8.5302
100516969,37.2159,-3.6953
200107351,42.5623,-8.989
100586992,41.6072,2.5325
100548721,39.6839,2.8463
24889779-RUTA1-20,41.3664,2.1646
100586891,41.8521,-4.5299
100540890,40.5707,-7.2071
24889089-RUTA1-20,41.3664,2.1646
10990,41.6065,-0.8299
100586673,44.836,-0.5423
80192DE,47.9983,10.1752
92195F64,43.3764,-0.6022
12714,41.5026,2.1929
24888750-RUTA1-20,41.3664,2.1646
36,41.9213,0.1672
12906_00FR,45.6525,5.1709
100500383,39.0714,-0.2634
24889457-RUTA1-20,41.3664,2.1646
91199BU,49.4531,10.313
100573414,38.8719,-1.0942
100579538,42.4149,-8.6158
82583FL,52.3647,5.6482
100587040,39.7013,-0.7428
100583029,43.5654,3.8765
100573167,42.2143,-8.2775
100500087,41.4722,1.875
100516616,39.501,-0.342
100581469,42.5411,-8.7028
91964SA,47.3765,9.5586
100554150,38.8211,0.0042
100574880,49.6061,5.0773
100526396,41.1816,1.0451
100565062,40.3298,-3.37
100586805,37.0847,-3.765
24891277-RUTA1-20,41.3664,2.1646
100582484,42.2974,-8.132
11480D,39.4557,-0.739
100516175,39.5128,-0.4667
30109ITC,38.6127,-0.5883
82710E,41.6173,-7.5673
100563809,39.9132,-8.4402
200101111,36.5363,-6.2826
100586745,44.1982,0.6904
100553081,44.9197,-0.5433
100567470,43.7053,-1.0359
100529898,43.4934,-1.4745
100586988,41.7157,-1.028
11451,42.0614,-1.6063
12329,37.3557,-2.0976
89799_03ZA,45.5833,9.5762
100518613,42.9125,-8.5152
88869BK,41.3682,-8.2052
24892194-RUTA1-20,41.3664,2.1646
90988,41.1928,-8.3153
24891226-RUTA1-20,41.3664,2.1646
100554116,38.9041,-9.1914
100520122,43.3634,-5.8352
100568089,39.6199,-0.5734
24892178-RUTA1-20,41.3664,2.1646
100537581,38.5524,-6.2416
24892344-RUTA1-20,41.3664,2.1646
100515837,43.292,-2.9387
100586598,42.3559,-4.6115
24892185-RUTA1-20,41.3664,2.1646
100559663,44.8386,-0.6109
10411_01NA,41.1524,-4.4905
100552326,43.2842,-8.0648
24892202-RUTA1-20,41.3664,2.1646
24892186-RUTA1-20,41.3664,2.1646
100567440,43.5587,-5.7005
100577939,36.929,-3.6277
13205_00MA,43.4051,5.0141
89580,46.9978,3.1858
88869T,40.6894,-8.4797
100500612,43.1842,-2.5237
100560325,40.2915,-3.7386
10466R,41.4825,2.0258
12457,41.3926,2.0362
100539226,42.6964,-1.6374
24893252-RUTA1-20,41.3664,2.1646
100516880,40.2626,-3.8141
100516855,38.7102,-0.663
100541686,45.1717,0.7162
100521769,39.7228,-4.2519
24893265-RUTA1-20,41.3664,2.1646
24893264-RUTA1-20,41.3664,2.1646
100584893,43.559,-5.9215
100583600,42.6344,-8.1468
24893598-RUTA1-20,41.3664,2.1646
100574168,43.1473,6.0308
100572388,37.2141,-7.4043
100578588,42.8077,-7.6187
13261,52.4207,10.77
100580019,39.3746,-0.4037
24894042-RUTA1-20,41.3664,2.1646
24894046-RUTA1-20,41.3664,2.1646
24890104-RUTA1-20,41.3664,2.1646
100586895,38.7084,-5.2573
100574131,42.1269,-8.6564
100587088,38.6097,-0.8581
92036,43.9242,-0.916
100518961,43.3832,-5.7108
100572648,42.8921,-7.2544
11488A,37.9511,-1.185
100536253,41.4566,1.9533
24894061-RUTA1-20,41.3664,2.1646
12462,43.2506,-2.8997
100582936,42.414,0.1435
100543788,41.542,2.1275
40046REO,43.3423,-4.1207
91692FS,51.96,1.32
13217_01KR,46.5609,16.1364
91218SEL,57.5375,13.3401
13267,49.9759,6.6278
24894823-RUTA1-20,41.3664,2.1646
24894822-RUTA1-20,41.3664,2.1646
83301A,45.497,8.9947
13265,49.3486,7.1035
10411J10,42.6576,-1.9995
100543846,38.248,-2.7277
12564,38.6913,-0.4762
100587128,42.7772,-7.4139
24895188-RUTA1-20,41.3664,2.1646
12774E15,41.1332,1.1834
12593,41.4971,2.0349
100500039,42.9067,-8.5135
24895649-RUTA1-20,41.3664,2.1646
100519456,43.5333,-7.0388
100577526,41.7097,-1.1934
100579270,42.4277,-4.3738
24895648-RUTA1-20,41.3664,2.1646
100586752,43.0385,0.4925
13264,51.7413,19.5374
12090,40.2582,-3.766
100576566,41.9696,2.7718
2646771,45.2786,9.4325
100587180,42.6167,-8.9667
20885,37.5415,-5.0827
90040A,45.4139,11.0964
100545644,43.558,-5.6998
12894,41.6601,-0.789
12557,38.7111,-0.9842
100500106,43.4128,-3.7675
12425,41.5176,1.954
24896394-RUTA1-20,41.3664,2.1646
12875,38.6069,-0.5968
100546250,43.2783,-2.9709
100587125,43.4263,-5.8107
100575667,43.5385,-6.72
100569657,41.2974,-3.7489
100560057,41.528,-5.6116
100587137,41.9707,-5.626
24895189-RUTA1-20,41.3664,2.1646
100570369,42.888,-7.6976
100563867,49.4715,5.8505
100500139,41.6626,-0.8022
100579736,41.7293,-1.1943
100581147,40.5211,-5.671
24897103-RUTA1-20,41.3664,2.1646
100500137,38.663,-4.1277
100587150,47.2611,-1.5087
89676CH,48.3017,5.8472
90268_00PO,49.7703,11.0149
87459PAR,50.4201,2.9473
100517379,41.4621,2.266
100564150,41.4419,1.9898
100582543,41.5304,1.8729
100559664,44.9205,-0.5432
100574765,39.4047,-3.2253
100518891,43.1785,-2.2913
100525952,39.9864,-0.0513
24898131-RUTA1-20,41.3664,2.1646
100548401,45.6835,0.1742
100542465,43.5719,-5.9286
91513BG,47.7592,2.3684
100570763,40.5557,-5.6709
200105352,43.6938,-7.4415
44000194CR,41.6904,2.5025
10411E19,40.5672,-3.2628
CGB98205,53.6285,-0.1865
100587256,-5.4974,40.767
100518671,37.5579,-1.8082
100574118,38.1597,-0.8041
13217_03MI,46.454,15.1496
10134_00CA,41.7913,1.7773
85329,51.1304,7.9246
83913J,43.6495,6.7925
100586753,42.4753,1.8733
88330,51.6542,4.3836
24899260-RUTA1-20,41.3664,2.1646
100529047,43.3521,-7.1909
100564818,36.1756,-5.4355
100577266,39.4774,-0.4557
90267,48.8828,8.5136
83921FD,46.2432,5.6373
100576001,51.1452,4.3383
100585715,39.0122,-0.567
12848,41.863,2.8868
91022_00SW,51.6447,-3.9926
12844,37.2793,-7.2329
91199WAG,50.7209,9.9602
91513_00PE,48.6961,2.5605
1403,43.569,-5.928
100585707,47.6932,-0.8534
12619GRA,41.2705,1.5055
10411ALCO,43.2809,-1.683
89676BB,45.2686,4.1139
83706,45.8792,8.9784
89562,41.4119,-8.51
100517265,39.7728,-8.8244
83783,41.088,-8.6271
24900393-RUTA1-20,41.3664,2.1646
100567974,43.396,-5.5674
88341,45.9156,6.7143
13270,37.9753,-1.2369
10383EJ,37.7079,-3.974
89499_00AU,43.2862,5.5974
91357_00AS,38.0642,23.5932
100528139,40.342,-3.4712
13133,41.9704,-8.7071
12365,43.3527,-3.9424
100575625,41.6071,-0.8299
100568525,43.5621,-5.7068
100560365,41.464,2.0076
13292_00NA,40.2939,-4.0017
100566740,38.071,-1.0568
100519392,0.0,0.0
100578302,39.8727,-4.3588
10411RU,41.5111,2.0332
100587355,38.249,-3.2258
89499_00CA,43.5865,2.2214
10119,41.572,2.1819
30152_00LO,38.0705,-1.2205
13129_00HO,40.9084,-4.1079
83194PD,45.6013,12.0348
100550789,42.2274,2.9799
100581190,43.5542,1.4114
100537541,48.2919,2.2097
100562144,40.4859,-3.6476
13081_00GO,51.8306,4.9468
100546980,45.7486,-0.635
100532815,43.2578,-5.7784
100532756,43.2606,-5.5794
100534097,43.358,-5.852
90083A,47.1006,-1.5963
88869AX,41.3674,-8.4417
100576767,43.4896,-7.6272
100577067,41.2352,1.2606
100516113,42.0329,-3.7634
12347PP,41.1139,1.1826
100572364,42.5907,-4.3309
13284,50.9918,3.8291
100581991,38.2692,-1.4616
100580708,37.7705,-1.2179
100586009,42.2595,-8.6733
12920,49.3357,8.4203
10411LB,36.9194,-6.0776
100515906,0.0,0.0
100532928,43.2879,-5.6632
92375_00CO,48.8764,7.1816
100559238,50.7263,3.2177
89499_02ST,45.3417,5.3496
100569467,38.1221,-0.9193
89053_00BO,45.6328,9.8074
90669F79,46.2984,-0.4605
91358_01BR,50.7543,10.3235
590622,41.3925,2.1606
10411E17,41.9554,2.6606
24905441-RUTA1-20,41.3664,2.1646
38655,0.0,0.0
11073A,41.3243,2.0305
91790,45.5886,9.4766
12595_00LE,41.6258,2.2919
24905582-RUTA1-20,41.3664,2.1646
83827_00OF,49.6034,8.2379
82583HL,51.7099,4.8693
100516563,40.3959,-3.4134
88902_00TR,48.4676,-2.7802
100586709,44.8935,-0.507
1422,38.4983,-8.827
91199_07AU,52.0224,8.5349
100527177,38.9715,-5.8639
30322,38.2479,-0.808
24904533-RUTA1-20,41.3664,2.1646
24905996-RUTA1-20,41.3664,2.1646
91446A,45.6182,9.5498
85190,41.4791,-8.7319
10411GARSO,41.4674,2.02
13303,53.1843,6.0021
13300_00CA,41.0975,1.1748
24905990-RUTA1-20,41.3664,2.1646
100580779,37.3914,-6.9964
87333_01VE,44.7709,10.7819
24906114-RUTA1-20,41.3664,2.1646
100582002,39.567,-0.6254
89888,45.2526,4.2503
92323_00GE,51.0048,3.7238
10411E05,40.1845,-5.0468
91513_09BZ,45.267,4.1155
24905662-RUTA1-20,41.3664,2.1646
24906117-RUTA1-20,41.3664,2.1646
100587161,39.82,-8.1031
24904956-RUTA1-20,41.3664,2.1646
89390DE2,50.8213,11.9454
88869PLE,39.7424,-8.8227
100577150,41.2754,1.4901
82586_01MA,53.4809,-2.1837
83903F41,47.6061,1.331
84935,41.369,-8.4058
92098CANY,49.7809,0.6532
24905666-RUTA1-20,41.3664,2.1646
10411ALG,40.596,-3.5275
100566294,49.7918,2.4689
100582076,38.0929,-1.2435
100579649,43.4003,-5.5565
24907389-RUTA1-20,41.3664,2.1646
100586848,37.3634,-2.2411
89723D,46.2123,3.5043
88617,45.2526,4.2503
87164FAR,45.7256,11.542
83574,45.7727,11.804
13306,53.4647,9.7122
10064EB1,41.5794,2.5563
82965P24,39.7417,-8.8232
89550,50.867,3.4501
100560088,39.519,-8.9074
100587408,40.0482,-2.1238
12590C04,37.3472,-2.3604
89363A,51.9515,14.6956
10411_08MA,41.3962,2.152
89219_00PO,52.0224,8.5349
100515851,42.2628,2.9808
24909478-RUTA1-20,41.3664,2.1646
24909479-RUTA1-20,41.3664,2.1646
24907364-RUTA1-20,41.3664,2.1646
100538623,42.111,-8.6196
82934,50.1431,10.1302
92494,51.805,-0.0214
40,41.1019,1.2257
89799I31,45.7501,12.6142
92077A,53.5787,10.1899
24909905-RUTA1-20,41.3664,2.1646
89949A,51.0156,3.7385
100579649,43.4102,-5.5584
100578349,44.9754,7.7259
92161,44.6211,10.2741
88902AC,43.38,-0.5943
12308,41.2722,1.5579
88807,46.5405,5.0347
100582155,45.5388,11.8161
100582044,41.6545,1.1554
100576239,42.8023,-5.6547
83827WO,49.6084,8.3391
86075,44.7396,10.9231
100584571,37.0836,-7.9714
100587346,42.0892,-83.1969
12971,44.4943,10.9945
100580708,-1.2179,37.7705
10411_08AR,41.3962,2.152
10411Q2,41.3295,2.1235
100575616,44.8788,-0.6899
100546449,41.7667,-8.5948
24909598-RUTA1-20,41.3664,2.1646
13311,45.2893,4.157
100552525,38.6562,-8.1869
24910012-RUTA1-20,41.3664,2.1646
100587511,43.3172,-8.8308
100582620,39.5127,-0.6733
10275,41.3752,1.9197
100562903,41.3365,2.1303
1439,41.1398,1.2238
91155,47.6275,8.395
24912191-RUTA1-20,41.3664,2.1646
100577868,50.0636,5.9835
200100411,36.8355,-2.4678
90690,47.6354,18.0702
100551943,41.4694,-5.766
100580408,42.7257,-8.3006
100584548,39.7015,-0.7416
24910667-RUTA1-20,41.3664,2.1646
92229,49.9362,2.268
84751,47.9955,-4.3976
80619_00GI,57.2968,13.528
24912868-RUTA1-20,41.3664,2.1646
13086_00SC,52.0827,5.4711
83943,49.5994,5.0788
89427FR2,44.8571,0.519
100572305,39.4536,-0.7362
10411POW,41.3136,1.2631
24911893-RUTA1-20,41.3664,2.1646
100586485,40.1218,-3.7835
30536,39.4519,-0.4684
24911564-RUTA1-20,41.3664,2.1646
24912867-RUTA1-20,41.3664,2.1646
100549247,36.6766,-6.1491
100587429,43.5378,-1.0067
88720,47.4616,7.8196
24913577-RUTA1-20,41.3664,2.1646
10215S,43.4143,-3.846
100541203,39.6994,-8.8293
24913228-RUTA1-20,41.3664,2.1646
11480C,39.4715,-0.4773
100572721,-0.3182,39.6108
84751A,48.5153,-3.5844
10411CA,41.6238,2.268
100587346,36.1537,-5.3469
100541142,40.3637,-8.466
100579762,41.9814,-1.4452
24913230-RUTA1-20,41.3664,2.1646
100518673,38.7696,0.0958
24908884-RUTA1-20,41.3664,2.1646
24912323-RUTA1-20,41.3664,2.1646
10134B08,41.4613,1.9574
100547157,41.4658,1.9586
100548285,40.2921,-3.5132
24912823-RUTA1-20,41.3664,2.1646
24912671-RUTA1-20,41.3664,2.1646
100573427,39.6009,-0.3016
92181,49.6003,8.8554
92898,41.5414,2.2435
92581,51.5081,7.8711
100516747,41.7825,-2.5099
10274,41.6008,2.286
100581245,43.3002,-7.3506
24913692-RUTA1-20,41.3664,2.1646
1442,36.1813,-5.4357
24912978-RUTA1-20,41.3664,2.1646
100516943,-1.1829,38.0354
100582187,37.1339,-4.2068
1434,42.5975,-8.783
91218_00AN,57.7623,12.9753
86182,48.5983,9.356
100587600,-4.8542,37.171
24914172-RUTA1-20,41.3664,2.1646
11465,41.6793,1.7653
24915087-RUTA1-20,39.5764,2.6542
24913488-RUTA1-20,41.3664,2.1646
100582499,-3.8909,39.0065
90927FIN,51.4653,11.9018
20878_01DB,53.2736,-6.1535
100587600,-4.8569,37.1731
24914364-RUTA1-20,41.3664,2.1646
24913693-RUTA1-20,41.3664,2.1646
24915521-RUTA1-20,41.3664,2.1646
10411ALU,42.6893,-2.9164
100587346,-5.351,36.151
91513AK,45.2761,4.1921
11197,42.0492,2.2627
24914020-RUTA1-20,41.3664,2.1646
91199_03LO,52.1927,8.7421
100587346,36.151,-5.351
100516625,40.0105,-3.0074
100587585,-5.1656,38.5716
100587600,37.1731,-4.8569
90957LO,45.1536,9.7046
100572501,46.2488,0.1684
24913227-RUTA1-20,41.3664,2.1646
100552343,43.5165,-8.1569
100587610,-3.4985,39.2421
24915609-RUTA1-20,41.3664,2.1646
100580311,38.8591,-7.0298
11157_01FR,41.6398,2.4015
12976_02HU,50.8819,6.9087
82965P28,38.5997,-9.0018
10411_06GR,41.3962,2.152
20127A,40.1137,-3.8559
24915298-RUTA1-20,41.3664,2.1646
100522036,43.4628,-8.2384
11488A,37.9499,-1.1851
24916292-RUTA1-20,41.3664,2.1646
91199D45,51.559,6.9654
88902BOR,43.5888,2.1846
30578,38.7229,-0.6752
89915,48.2968,0.3867
100528474,43.4263,-5.8362
100579305,43.2001,-2.0607
24914003-RUTA1-20,41.3664,2.1646
92189H,53.8084,9.975
92300,41.0699,-8.608
24914835-RUTA1-20,41.3664,2.1646
100587609,47.1273,4.4913
100554284,53.7811,20.5286
12797_01PT,40.4262,-3.6851
90110,43.6951,4.601
12526,42.2089,-8.6474
100575800,43.4391,-3.8951
92159,51.7446,19.367
81555,48.023,2.7212
100576045,38.1224,-0.9168
100538005,43.7008,5.0865
88926,47.3794,9.5608
24917747-RUTA1-20,41.3664,2.1646
100500169,43.3052,-5.7017
100587610,39.2421,-3.4985
24917528-RUTA1-20,41.3664,2.1646
89613A,46.2432,5.6373
100583550,40.1112,-3.6554
92387,51.5912,0.5098
12484E08,41.5171,2.2009
100540361,40.1128,-8.4987
100568024,43.344,-6.387
24918105-RUTA1-20,41.3664,2.1646
80585,40.9424,-8.6326
100582294,43.3269,-1.827
100586152,40.595,-8.416
100580915,38.9126,-1.812
100551900,28.4959,-16.2094
100569960,43.4026,-8.1527
12716,41.49,2.1786
1420,40.2619,-3.7203
24917534-RUTA1-20,41.3664,2.1646
100586693,45.6937,-0.1489
85558A,45.5498,9.0061
10964A,41.5252,1.8764
200100812,41.357,2.1684
100581337,41.9843,-6.0208
13276_00SY,50.1613,15.6586
100568878,28.3769,-16.7124
100559275,28.3733,-16.7096
100537304,40.931,-4.0597
100539931,28.4661,-16.3052
100540512,40.6458,-8.6062
91138_01HE,52.6806,4.8368
82586_00RO,51.885,4.2447
100577557,42.8694,-2.6724
24920175-RUTA1-20,41.3664,2.1646
100518584,42.7937,-8.1694
100532225,28.489,-13.9729
24918660-RUTA1-20,41.3664,2.1646
12641E31,42.8284,-1.5423
12347_00CA,41.1144,1.1771
100565275,43.326,-0.4405
100583836,28.0536,-16.7135
24919908-RUTA1-20,41.3664,2.1646
100587672,42.4032,-2.1205
100568309,43.5049,-5.786
100547973,39.1324,-6.8478
24918492-RUTA1-20,41.3664,2.1646
24919378-RUTA1-20,41.3664,2.1646
24913300-RUTA1-20,41.3664,2.1646
24919379-RUTA1-20,41.3664,2.1646
24919911-RUTA1-20,41.3664,2.1646
12035C,42.2187,2.1706
13328,41.1928,-8.3153
11401_01SA,38.0347,-1.1893
40481A,43.3771,-5.7734
10411LC,40.4637,-3.7492
100533331,37.691,-1.0698
24919754-RUTA1-20,41.3664,2.1646
100537751,28.4236,-16.2999
100548012,40.4562,-3.4642
100573756,37.3369,-4.3864
13324_00LS,46.6781,5.5773
13245_00RI,42.4246,12.9142
100586688,45.7318,-0.6482
100587735,38.7924,-9.3344
200105332,28.1276,-15.4247
12640_00NA,42.425,-2.2579
1000,38.6768,-4.0738
13330,45.2213,4.8267
100578095,38.0971,-1.782
100587603,36.7913,-2.7477
24920105-RUTA1-20,41.3664,2.1646
24921272-RUTA1-20,41.3664,2.1646
10411,41.3962,2.152
100519116,39.8646,-3.8961
100541071,40.3016,-3.5059
24919920-RUTA1-20,41.3664,2.1646
24921273-RUTA1-20,41.3664,2.1646
90267_01OL,48.8828,8.5136
2320093,40.5128,-3.6583
12430,41.5147,2.1535
100568103,43.3173,-8.3403
1000,38.6768,-4.1093
100582499,39.0065,-3.8909
100582062,42.0556,-3.8386
