CodigoInternoPuntoDescarga,LatitudPuntoDescarga,LongitudPuntoDescarga
92378_02HA,54.2772,10.8854
13885,51.136,-0.0346
100592974,38.8902,-4.0473
88902F63,46.0007,4.7245
100589956,39.5247,-8.9115
100589964,38.8414,-7.5818
12901,45.7896,13.2248
100572471,41.7042,0.7034
83913ESS,43.6894,6.9595
100586014,40.6296,0.6062
100570324,41.4302,2.2005
100589943,39.812,-7.527
100590338,48.5626,1.0241
13086,52.0831,5.4757
87540_04AV,45.7798,9.053
100593350,41.6201,-2.2263
100589955,40.8478,-7.9701
100593341,40.4493,-5.6808
13767,50.5962,15.1349
100577540,28.0543,-16.6152
100593068,38.8003,-1.74
30196,39.3951,-0.4196
13846,40.6545,-8.6177
13850_01BR,51.5014,4.7485
100565382,40.9288,-4.1028
13385_01TA,50.0134,20.9182
11275,41.5616,2.2577
100551403,38.7659,-3.4138
100577520,48.7001,9.1461
87164_00CA,45.6616,11.6183
100593386,40.1525,-2.1371
90639_06GE,51.2303,4.3861
89676_00LA,48.1296,7.355
100588258,43.9041,10.9194
100537390,43.4311,-7.3528
100549396,37.2141,-3.7017
100593388,43.1451,-6.1202
20365AGCX2,41.8939,-1.7126
100520062,36.9397,-1.9365
92076_00LE,39.7693,-8.7779
100593383,35.7154,-5.9092
100593425,37.0238,-5.0232
90881,53.7213,10.2856
13873,42.3222,21.359
100592549,28.4256,-16.32
92461_10HA,52.3203,6.6573
13126_03SC,50.5163,10.7898
100593036,39.9852,-0.0369
82965EPO,41.2981,-8.6099
13896,49.7485,19.4783
91763,46.1934,6.26
13901,51.9904,9.8276
100593353,40.2255,-0.9329
2069218,53.5363,10.098
100592914,42.5473,-2.9222
100579737,41.1133,1.2137
13899,52.1262,21.0165
100593428,37.0238,-5.0232
100593433,40.8409,-6.0489
10411DER,43.2141,-2.882
88902LAB,45.0574,5.0878
100593434,42.8924,-2.1668
100588053,36.1341,-5.4335
100593436,41.5295,-5.5823
100591502,40.3319,-3.4645
100592598,38.5417,-8.835
100576000,40.6281,0.5967
25137048-RUTA1-20,39.5764,2.6542
100571800,42.0298,-2.2318
100571219,41.6724,-3.6891
100592565,42.8438,-1.5305
25134979-RUTA1-20,42.5233,2.8122
100593431,43.4204,-2.7375
20771A,41.2906,-3.4765
100593500,38.8927,-6.4243
87139,45.807,9.8652
100593471,41.5137,2.1328
100577771,0.0,0.0
100591522,42.7925,-7.8361
12584_01PA,41.5299,2.2231
100544906,42.9665,-7.0053
100593305,41.2587,-0.8711
2964831,43.4758,5.1673
100593503,39.8777,-4.0782
200105536,40.543,0.4769
100593457,37.0238,-5.0232
100581629,38.6005,-1.1491
83921_16IZ,46.2421,5.6294
100593508,41.9639,-3.132
200102711,43.5359,-7.0366
100593247,39.1744,-8.6136
100532980,40.4168,-3.7038
90957BIA,45.3967,11.3714
100593525,39.4029,-3.2221
100522513,42.6857,-2.9404
100519473,43.54,-7.0378
25141037-RUTA1-20,41.3664,2.1646
100501092,47.8191,-3.4892
100593530,45.9872,4.7355
13118_00CE,44.5934,11.0272
89867EUR,43.9932,4.8641
90246FM,45.8323,4.9764
100593160,40.2255,-0.9329
100593558,40.7317,-3.4811
25140637-RUTA1-20,41.3664,2.1646
13912,46.0985,14.5494
100541825,44.1332,0.6604
100547379,43.2204,0.043
10411HIT,37.1438,-3.6364
12177JA,37.4664,-3.8795
100591225,40.6389,-0.3315
100593585,39.9128,-2.1234
100564746,41.3314,2.1553
100593580,38.4617,-0.8194
13624,40.9453,14.2778
100544229,39.3482,-8.9894
13845,40.8463,-8.4822
90546,45.4975,9.1837
100546235,40.5808,-7.8013
100591225,39.6601,-0.5169
100578441,41.0899,-8.6067
100563806,37.6555,-8.7597
100593615,38.0482,-1.458
100581502,41.9846,-4.4269
100581096,39.2147,-0.4171
89867_09TR,45.9412,4.7761
100590383,41.4978,1.8696
100593603,43.4244,-0.6378
90957_06GI,45.9773,13.4229
CMA01205,35.6485,-5.6695
100581190,43.552,1.4092
13825,43.473,5.6127
100592843,37.8354,-0.7914
100593642,37.6967,-1.0671
100593640,41.542,2.1275
13813,49.7688,9.1843
88492_01BL,47.6053,1.3294
100593635,33.5978,-7.4878
100533616,39.6661,-0.2574
100590026,45.4802,8.8668
100538384,43.5459,-6.7216
13572_01BA,51.3794,8.9999
100566040,28.3342,-16.3701
100560644,40.6684,-4.6851
100593606,39.5399,-1.3129
100544456,39.2295,-1.0616
100593705,39.7154,-6.8229
100593626,36.729,-4.4447
100593671,40.102,-3.6594
100500967,40.9352,-5.6655
13197_00SA,52.3152,7.3543
86054,52.4544,8.6009
91218_15RI,57.7623,12.9753
100540631,41.5131,2.1467
13925,51.5285,-3.0799
44000194,41.6891,2.502
100589944,43.5601,-5.7063
100591530,10.332,-3.465
100550389,43.0306,-7.7906
91734_00MY,50.1958,19.1737
100593736,41.7461,2.6952
13084,42.5023,14.1119
100592888,42.3572,2.8453
13235,51.2643,16.7327
100579207,40.5468,-3.2771
100592267,37.0137,-4.225
91199_29BU,52.0224,8.5349
100593737,39.7971,-6.3689
100564533,49.1996,2.5007
13926,46.752,5.8137
90201_00BR,51.5034,-2.6745
100587035,42.8928,-8.4843
100553081,44.9036,-0.5227
91199_29SH,52.0224,8.5349
13650,48.6158,2.5669
91692_01FL,51.6221,-1.2886
100593735,47.5133,10.2898
13217_06VO,45.9037,13.6752
100592558,37.2391,-6.9263
100589207,41.3498,2.161
100522532,37.3973,-5.9715
100593762,40.9099,-4.1055
100518759,41.3332,2.1362
100592917,38.7099,-4.0926
100588289,46.1693,9.7517
100529833,42.7031,2.8596
100592888,42.3436,-2.481
100590808,42.2669,7.8714
100593779,36.7461,-3.2105
87210_00MU,45.6147,12.5313
100560865,44.8535,-0.6935
13938,48.8938,18.0197
100547382,45.671,-0.1756
89676CC,46.2828,-0.2645
13769_01CH,48.3015,5.8514
100551511,42.5837,-7.6399
100593720,37.846,-0.8048
100589451,40.6252,-4.0222
100520119,40.3301,-3.4641
100593835,38.8573,-7.0032
100593809,39.6611,-3.0746
100593521,36.6554,-5.13
100593817,40.9298,-5.7882
86178,53.3177,9.8695
84623_01FL,49.271,2.5902
10411EB1,42.0648,2.2364
89565,41.3431,-8.4738
100576610,39.9026,-0.1256
100577773,28.9578,-13.5792
100593842,38.0624,-6.6503
100570885,41.0154,-2.5747
100593880,37.8211,-3.37
100588204,39.9128,-2.1222
100592914,42.6187,-2.8503
100541688,44.8236,-0.5215
100564748,50.1903,19.2573
100593871,42.6187,-6.6019
100593900,43.1025,-7.6136
100579745,40.8055,0.5215
100593879,41.5175,-1.2869
13945,53.5217,-8.8772
100593218,40.1499,-2.1374
13773,51.6883,9.9797
100593723,45.5533,10.4116
100593897,37.964,-6.2877
100593882,37.9295,-1.288
100593877,42.3667,-2.4701
100575985,43.315,-2.9902
83694_00SI,47.8323,12.6411
85958,42.7435,13.8886
12253_02BE,42.8306,-1.7011
100593812,37.4143,4.2919
100593891,42.6187,-2.8503
100593930,37.4435,-7.114
100593812,37.6953,-4.4885
89676_00FI,48.1296,7.355
100593822,27.9119,-15.4083
100593924,37.4087,-3.0804
100593906,41.2824,-7.6972
13559_01PA,39.4968,-0.4299
100593941,37.6738,-4.5591
100570993,28.132,-15.4935
13701_00PA,52.2095,20.5715
100574756,43.3114,-8.2753
100563383,41.9687,2.7666
25152571-RUTA1-20,42.5233,2.8122
91199_30WA,52.0224,8.5349
89264_08LA,46.3242,5.6707
13941,48.4478,0.0733
13956_01KO,52.3433,16.8242
91258_01NO,53.4998,8.4934
100593830,41.6583,-0.7833
12595_03SE,41.6258,2.2919
13892,40.608,-3.2779
100570011,28.3312,-16.3714
89107,43.4941,2.4278
100573008,27.8629,-15.4144
92107,41.114,29.053
20095,42.0999,-8.5601
87540_10RO,45.7798,9.053
92169,44.3285,3.0646
13852,45.2563,4.2555
2654688,53.4985,9.9815
100594067,40.2271,-3.6257
80858_00HA,51.3791,7.4374
100592790,40.4948,-3.9093
86140,45.6303,12.5661
100594082,40.0884,-6.3496
100594071,39.8647,-4.0949
100593821,49.3158,1.0328
2569067,45.4827,9.2016
82965PV,40.486,-8.6689
40076B,42.7282,-3.0006
10993A,41.3573,1.7304
100593915,38.8717,-0.0297
100588252,45.6939,11.8492
10411E18,38.045,-3.9278
100594145,38.2697,-2.9495
100551213,45.671,-0.1756
10132,41.5322,1.3829
11265,39.3894,-0.4092
100532783,38.663,-4.1277
100592169,40.0958,-8.3317
100529062,37.9427,-1.1621
89390_13AM,49.5042,11.4918
20165,42.305,-7.8564
100591733,38.0347,-1.1893
13789_03AM,41.6095,2.2881
100594083,49.5035,4.3859
100541686,45.1561,0.711
100594151,42.7266,-7.0217
100568637,42.3874,-1.9497
84069,40.9417,-8.6305
100594196,39.7246,-5.2646
100592909,45.1709,10.6749
100594195,42.4374,-2.2842
100594227,43.3786,3.22
100552769,38.3988,-1.0466
100592845,37.4001,-5.9753
100552605,39.9871,-3.369
100572941,43.3839,-5.7007
13311_01AU,45.3758,4.2036
12078,42.036,0.1284
100517102,45.485,9.0357
84143A,39.7417,-8.8231
100541686,45.1531,0.7094
200103011,37.6046,-0.9925
100585812,43.1243,-7.6225
30109_01CA,38.5994,-0.6811
80557_01LO,52.6506,8.2626
100547973,39.1329,-6.7776
100530298,45.1939,0.6901
92074_00FE,46.3263,4.8854
100591335,41.0878,1.2106
100594361,42.8678,-7.0731
37,41.2063,1.2426
100589475,38.1485,-1.1239
100594390,28.0893,-16.4965
100594058,39.916,-8.6182
100594045,41.8535,0.2933
100594080,39.6665,-0.2607
100594237,37.0137,-4.225
92340_09BA,51.4328,5.4841
100592104,39.8741,-5.5695
100594411,43.2167,-2.8352
100569340,43.3236,-5.7286
100594412,39.9532,-6.4036
100592953,40.6185,-3.219
100574468,39.895,-5.552
100548722,38.8832,1.3775
100591530,40.3324,-3.4638
100594199,37.846,-0.8048
