CodigoInternoPuntoCarga,LatitudPuntoCarga,LongitudPuntoCarga
24965648-RUTA2-20,51.2693,4.3722
24966411-RUTA2-20,51.319,3.1744
100589293,39.637,-4.4849
24968086-RUTA2-20,45.6368,8.8342
100576239,42.8023,-5.6547
24972965-RUTA2-20,45.6368,8.8342
10248,41.7407,-0.8469
100522513,42.6857,-2.9404
100555282,42.4069,-4.3572
100588811,38.8865,-7.0682
100555290,40.9071,-5.1992
24975325-RUTA2-20,45.6368,8.8342
24972809-RUTA2-20,45.6368,8.8342
24973773-RUTA2-20,45.6368,8.8342
100586475,40.9149,-5.6652
100589189,38.9957,-3.1767
100573414,38.8719,-1.0942
100537523,41.915,3.1641
24975357-RUTA2-20,45.6368,8.8342
24975389-RUTA2-20,45.6368,8.8342
2250,38.9076,-9.0294
100586627,43.0813,-2.4983
13422,39.3638,-0.462
100564217,41.3529,1.7297
100589381,41.0029,0.374
100586688,45.7318,-0.6482
100574468,39.8762,-5.5686
24974128-RUTA2-20,51.2838,4.38
24974763-RUTA2-20,39.5764,2.6542
100585798,43.3034,-7.3212
100586775,45.8314,1.2496
100568817,36.7245,-3.5256
24975572-RUTA2-20,48.2262,16.3823
24979688-RUTA2-20,51.3737,4.2633
100589410,42.0196,-6.4584
24977116-RUTA2-20,45.6368,8.8342
24979691-RUTA2-20,51.3737,4.2633
100589405,38.7953,-3.7426
24970564-RUTA2-20,51.319,3.1744
24973182-RUTA2-20,51.2693,4.3722
24972502-RUTA2-20,39.5764,2.6542
24977753-RUTA2-20,45.6368,8.8342
100589462,40.8898,-1.3379
100550672,38.9443,-0.4019
24978263-RUTA2-20,49.5384,8.4106
100550983,38.9275,-6.3883
100589260,43.319,-1.8657
100569421,38.3736,-0.4738
100552531,27.7687,-15.6076
24978618-RUTA2-20,51.2838,4.38
24978617-RUTA2-20,51.2693,4.3722
100586713,45.4321,5.9994
100515792,37.1212,-5.4542
24978625-RUTA2-20,51.2838,4.38
24981337-RUTA2-20,45.6368,8.8342
24979690-RUTA2-20,51.3737,4.2633
24978670-RUTA2-20,51.2838,4.38
24979035-RUTA2-20,39.5764,2.6542
100546546,43.3965,-5.7902
100539547,42.9054,-8.9546
24978655-RUTA2-20,51.2693,4.3722
24978667-RUTA2-20,51.2838,4.38
24979063-RUTA2-20,51.2838,4.38
24977332-RUTA2-20,51.2838,4.38
24978656-RUTA2-20,51.2693,4.3722
24981162-RUTA2-20,48.2262,16.3823
100570020,40.5374,-8.6384
200105871,40.323,-7.5961
100552447,37.4558,-6.2262
100521684,42.4061,-2.69
100574820,51.0433,3.5911
1203,41.5208,2.0095
100578406,40.8822,-1.3275
100587610,39.2421,-3.4985
24978616-RUTA2-20,51.2838,4.38
24979066-RUTA2-20,51.2838,4.38
100589451,40.6252,-4.0222
100588300,45.5383,11.8161
24979070-RUTA2-20,51.2838,4.38
24984279-RUTA2-20,45.6368,8.8342
24986577-RUTA2-20,51.3737,4.2633
24979897-RUTA2-20,51.2838,4.38
10007,41.6327,-1.1919
24982281-RUTA2-20,51.2838,4.38
100573923,39.1307,-6.8407
100579503,37.6671,-0.954
100533225,41.5391,-0.9978
100570580,39.4732,-0.4795
100562144,40.4859,-3.6476
100563276,37.1722,-3.0368
24986137-RUTA2-20,48.2262,16.3823
24986876-RUTA2-20,45.6368,8.8342
24987326-RUTA2-20,45.6368,8.8342
24987826-RUTA2-20,45.6368,8.8342
24986712-RUTA2-20,0.0,0.0
100517235,39.6834,-8.7946
24987792-RUTA2-20,45.6368,8.8342
24987536-RUTA2-20,0.0,0.0
24986871-RUTA2-20,45.6368,8.8342
24981212-RUTA2-20,39.5764,2.6542
24985666-RUTA2-20,45.6368,8.8342
24986481-RUTA2-20,45.6368,8.8342
24986906-RUTA2-20,45.6368,8.8342
100542118,40.052,-2.129
24988155-RUTA2-20,48.2262,16.3823
24986919-RUTA2-20,45.6368,8.8342
24990847-RUTA2-20,45.6368,8.8342
100554107,38.1726,-1.3866
24989255-RUTA2-20,45.6368,8.8342
24989692-RUTA2-20,45.6368,8.8342
24989256-RUTA2-20,45.6368,8.8342
24993566-RUTA2-20,51.3737,4.2633
24993559-RUTA2-20,51.3737,4.2633
100586824,50.9945,13.6504
400090ST,41.5509,2.1831
100500184,38.8248,-0.547
100583870,43.5442,-5.719
100579598,28.2659,-14.0215
24991478-RUTA2-20,45.6368,8.8342
24993708-RUTA2-20,45.6368,8.8342
24992843-RUTA2-20,51.2838,4.38
15,41.1614,1.1688
24993567-RUTA2-20,51.3737,4.2633
24993562-RUTA2-20,51.3737,4.2633
100568637,42.3764,-1.9434
100525392,43.0905,-2.3132
100572367,28.9732,-13.5606
100589810,43.3707,-3.095
100563327,40.1385,-3.6548
88902AA,41.2033,-77.1945
24993722-RUTA2-20,45.6368,8.8342
24995397-RUTA2-20,45.6368,8.8342
24993954-RUTA2-20,45.6368,8.8342
24994063-RUTA2-20,45.6368,8.8342
100589762,28.3342,-16.3701
100589716,36.6762,-4.4779
24994866-RUTA2-20,45.6368,8.8342
100521774,39.5029,-2.8731
100527419,-34.0958,-59.0242
100564919,37.3074,-6.8711
1415,28.1471,-15.421
100531820,41.71,1.8496
100586101,36.9908,-2.1199
100587948,41.8381,12.6548
38655,40.4756,-3.6877
100589120,41.1644,14.1723
24988737-RUTA2-20,45.6368,8.8342
24994084-RUTA2-20,45.6368,8.8342
24992612-RUTA2-20,45.6368,8.8342
24992614-RUTA2-20,45.6368,8.8342
24994897-RUTA2-20,45.6368,8.8342
24995284-RUTA2-20,45.6368,8.8342
92890VIC,38.7623,-0.6108
100575000,41.71,1.8496
200105356,36.1408,-5.3536
10059,41.3458,2.035
100586660,41.9872,-5.6017
25001867-RUTA2-20,51.3737,4.2633
25001866-RUTA2-20,51.3737,4.2633
25001864-RUTA2-20,51.3737,4.2633
100555565,38.326,-0.7625
24997461-RUTA2-20,49.5384,8.4106
24994436-RUTA2-20,45.6368,8.8342
24997094-RUTA2-20,45.6368,8.8342
25002650-RUTA2-20,48.2262,16.3823
100573008,27.8633,-15.4139
100537383,41.8884,-0.7867
100572261,37.3815,-5.9271
100521142,28.4976,-13.8738
100578407,27.9191,-15.4017
100520474,42.4403,-2.9228
100569421,38.3706,-0.6153
24996909-RUTA2-20,45.6368,8.8342
13458_01VI,41.2122,1.2047
24994639-RUTA2-20,45.6368,8.8342
24998001-RUTA2-20,49.5384,8.4106
25002806-RUTA2-20,48.1443,11.7037
100567459,37.6623,-8.1799
100500131,41.5299,2.2153
88659,40.9658,-8.6164
12855,38.3062,-0.6639
100531614,38.0397,-1.4922
100001401,42.1624,-8.6664
24995505-RUTA2-20,39.5764,2.6542
25002439-RUTA2-20,49.5384,8.4106
100589961,41.7668,-8.5947
100515906,41.2863,1.5494
100569559,38.7619,-27.1092
100560481,50.7649,4.2531
100589956,39.5247,-8.9115
1436,38.6546,-27.2691
100549151,39.5135,-2.905
24997260-RUTA2-20,45.6368,8.8342
24996933-RUTA2-20,39.5764,2.6542
24996948-RUTA2-20,45.6368,8.8342
25000032-RUTA2-20,45.6368,8.8342
25004314-RUTA2-20,39.5764,2.6542
25004313-RUTA2-20,45.6368,8.8342
25000351-RUTA2-20,45.6368,8.8342
100577868,50.0636,5.9835
100589962,41.0899,-8.6065
100581876,43.2303,-2.8791
25007509-RUTA2-20,39.5764,2.6542
100546996,37.3149,-8.797
100559157,41.3438,-4.429
11434_01AR,40.3018,-3.4651
100587966,39.9771,-3.4544
25007510-RUTA2-20,49.5384,8.4106
25007395-RUTA2-20,45.6368,8.8342
100535852,28.459,-16.2564
25006631-RUTA2-20,48.2262,16.3823
24997608-RUTA2-20,45.6368,8.8342
100574792,39.2278,-0.4926
100577562,41.2912,-4.4911
100589960,41.2062,-8.6132
100588885,28.1018,-15.4381
25010214-RUTA2-20,48.1443,11.7037
100589814,38.9259,-6.378
100516135,42.2297,-2.0881
100571040,37.6872,-0.9656
100585702,41.9566,12.7786
100590165,28.0468,-16.5725
100551266,43.4207,-7.8548
100544568,39.6354,-8.7845
25010148-RUTA2-20,45.6368,8.8342
25009584-RUTA2-20,45.6368,8.8342
25010149-RUTA2-20,45.6368,8.8342
25012021-RUTA2-20,45.6368,8.8342
25013342-RUTA2-20,45.6368,8.8342
100544225,38.7354,-9.3264
25013368-RUTA2-20,51.3737,4.2633
10365,41.447,1.9728
100587465,40.0254,-2.1091
11422,37.095,-4.3814
200105356,36.1333,-5.35
100544188,38.7132,-9.2831
100001225,40.909,-4.105
100577379,38.6108,-8.9141
100590205,38.9435,-5.7225
100577556,41.6821,-4.745
25012247-RUTA2-20,45.6368,8.8342
25013493-RUTA2-20,39.5764,2.6542
25015432-RUTA2-20,45.6368,8.8342
25013555-RUTA2-20,45.6368,8.8342
25015440-RUTA2-20,48.2262,16.3823
100515856,42.4531,-2.4122
100590148,40.5981,-7.5339
100590151,50.6362,6.0094
100541203,39.7012,-8.8283
25015055-RUTA2-20,45.6368,8.8342
25013154-RUTA2-20,48.2262,16.3823
100549590,37.5348,-6.1538
2625613,52.1294,4.657
100583152,38.7238,-9.2385
100533144,39.5811,-3.8693
100590146,38.0893,-3.7832
100590148,40.6202,-7.5396
100582571,39.4029,-3.2221
100542256,40.2139,-4.0874
100527194,36.1821,-5.4341
100531736,39.2791,-2.5915
100589801,61.4803,23.5012
100525180,43.3504,-8.382
100578441,41.0899,-8.6067
92085,40.7815,-8.589
100590230,51.0309,6.2625
100563579,38.8894,-9.1886
38655,40.4757,-3.6878
100590331,41.8825,-0.7669
100536082,41.1517,-8.6023
100544202,39.6701,-8.8336
1225,40.909,-4.105
100569263,41.633,-0.8601
11589,37.4546,-3.9287
100589888,41.6711,-0.8443
100547692,37.5972,-8.6367
25016191-RUTA2-20,45.6368,8.8342
25017234-RUTA2-20,45.6368,8.8342
25018689-RUTA2-20,45.6368,8.8342
25019810-RUTA2-20,48.1443,11.7037
100534090,43.3095,-5.8755
100565867,40.6695,-8.6143
25017807-RUTA2-20,45.6368,8.8342
25018727-RUTA2-20,45.6368,8.8342
100519364,37.8539,-1.4095
25018811-RUTA2-20,45.6368,8.8342
25023277-RUTA2-20,45.6368,8.8342
100590081,51.4849,7.247
100517383,39.5134,-2.9941
100581852,42.3582,-3.6521
100585435,42.3668,-3.7517
25018756-RUTA2-20,45.6368,8.8342
100539924,41.2984,2.0101
25021178-RUTA2-20,39.5764,2.6542
10411AL,38.896,-0.4968
100589949,40.5955,-8.4582
100574530,39.2103,-3.8318
100590148,40.5963,-7.5318
25020063-RUTA2-20,45.6368,8.8342
25021187-RUTA2-20,45.6368,8.8342
25021871-RUTA2-20,48.1443,11.7037
25021175-RUTA2-20,45.6368,8.8342
100575229,41.7043,0.7046
100562847,41.5995,2.2863
100579387,41.4785,1.9903
25020853-RUTA2-20,45.6368,8.8342
25020852-RUTA2-20,45.6368,8.8342
25021188-RUTA2-20,45.6368,8.8342
100562859,38.3259,-0.7656
100533331,37.691,-1.0698
100589844,50.5039,4.4699
100571408,38.9041,-9.1914
100589889,28.486,-16.3881
10287CAL,41.3115,1.2674
100540385,40.5602,-8.5565
200104611,39.473,-0.3537
100544204,39.8921,-8.5448
25018740-RUTA2-20,45.6368,8.8342
25022412-RUTA2-20,45.6368,8.8342
25023536-RUTA2-20,45.6368,8.8342
100588077,42.284,-2.2621
100590365,45.176,10.7861
100588120,43.316,-3.067
100542616,40.1116,-3.6496
100590521,43.3513,-1.7855
100563962,43.2663,-2.0504
25022771-RUTA2-20,39.5764,2.6542
25023094-RUTA2-20,45.6368,8.8342
25023934-RUTA2-20,45.6368,8.8342
25024273-RUTA2-20,48.1443,11.7037
25021208-RUTA2-20,45.6368,8.8342
25021209-RUTA2-20,45.6368,8.8342
25023225-RUTA2-20,45.6368,8.8342
25023502-RUTA2-20,45.6368,8.8342
100590456,41.542,2.1275
100564772,39.1008,-9.243
100518957,43.4237,-3.8636
100516174,43.2799,-2.8676
100590485,39.9141,-7.4611
100538634,43.2929,-2.9321
100585041,37.1651,-3.7238
100567632,37.3877,-5.9488
100550080,40.5836,0.4509
100549831,41.4561,1.9787
100548197,43.2538,-2.3884
100590466,48.3637,-4.5313
100570258,41.1827,-8.2887
100575495,43.1177,5.9421
100540809,40.5733,-7.1959
25021217-RUTA2-20,49.5384,8.4106
25022611-RUTA2-20,45.6368,8.8342
100585571,42.5985,-4.3388
2510264,52.3398,4.8738
100589986,38.1726,-1.3866
25024899-RUTA2-20,45.6368,8.8342
25024886-RUTA2-20,45.6368,8.8342
25026537-RUTA2-20,45.6368,8.8342
25028511-RUTA2-20,48.1443,11.7037
100590661,39.2014,-3.0019
25027356-RUTA2-20,45.6368,8.8342
25030176-RUTA2-20,45.6368,8.8342
100531907,42.4832,-5.513
100574456,41.9545,2.2763
100590776,40.642,-7.3215
100539056,42.8592,-2.6628
100564368,38.9411,-3.9754
100583813,43.1416,-8.0383
25028258-RUTA2-20,45.6368,8.8342
25030552-RUTA2-20,49.5384,8.4106
25029563-RUTA2-20,45.6368,8.8342
25030203-RUTA2-20,48.1443,11.7037
25030859-RUTA2-20,39.5764,2.6542
25031899-RUTA2-20,51.3737,4.2633
400090MO,41.5549,2.2723
25031898-RUTA2-20,51.3737,4.2633
25031897-RUTA2-20,51.3737,4.2633
25031896-RUTA2-20,51.3737,4.2633
100554024,42.1165,-1.7811
25035821-RUTA2-20,51.2838,4.38
100581268,43.6071,-7.9212
25029898-RUTA2-20,45.6368,8.8342
100590785,36.5294,-6.29
100559651,43.5454,-8.1492
100590800,42.3267,-5.2781
100565140,27.8588,-15.4183
100585058,36.6554,-6.1303
100573016,28.7231,-13.8836
25033668-RUTA2-20,45.6368,8.8342
12873_00SA,41.7807,1.8905
100590811,36.9458,-2.4378
100590451,36.1042,-5.4585
100590871,41.2195,-8.7045
100569052,42.9099,-8.7375
100587511,43.3172,-8.8308
100570324,41.4302,2.2005
38,41.6257,0.6641
25033451-RUTA2-20,45.6368,8.8342
100518759,41.3455,2.1428
100515928,40.1213,-3.7837
25033496-RUTA2-20,45.6368,8.8342
25034919-RUTA2-20,45.6368,8.8342
25034619-RUTA2-20,45.6368,8.8342
100574579,43.2863,-6.297
100574739,27.7649,-15.5707
100590912,42.965,-7.0039
25037349-RUTA2-20,39.5764,2.6542
25036081-RUTA2-20,45.6368,8.8342
100515858,43.1469,-2.9501
25038579-RUTA2-20,51.3737,4.2633
25038578-RUTA2-20,51.3737,4.2633
100588146,42.3607,-1.9413
100544565,41.1449,-8.2826
100543788,41.542,2.1275
100521343,28.2211,-16.4164
100551943,41.4694,-5.766
100516759,40.8871,-5.2019
100590490,41.7293,-1.1943
1206,43.3588,-3.0931
100590993,43.1986,-7.2003
100591022,40.4622,-4.7685
25035899-RUTA2-20,45.6368,8.8342
25037109-RUTA2-20,45.6368,8.8342
25037473-RUTA2-20,45.6368,8.8342
25038125-RUTA2-20,49.5384,8.4106
25038053-RUTA2-20,45.6368,8.8342
25039106-RUTA2-20,45.6368,8.8342
100578425,28.4628,-16.3063
100586709,44.8935,-0.507
13630,39.2887,-0.4408
25041703-RUTA2-20,51.3737,4.2633
100516535,39.8291,-0.1653
25037477-RUTA2-20,45.6368,8.8342
100519951,36.9365,-5.9204
100501085,41.6518,-0.8811
25041705-RUTA2-20,51.3737,4.2633
100552106,47.2377,-0.0703
100573291,37.576,-7.9771
100590590,41.6942,-7.2327
100588252,45.6939,11.8492
590622,41.3925,2.1606
100500954,41.1927,-6.6899
100590994,41.5513,-0.688
200105346,28.4636,-16.2518
11487ESE,37.3677,-6.2566
100538875,40.3298,-3.37
25040420-RUTA2-20,39.5764,2.6542
25040105-RUTA2-20,39.5764,2.6542
25038513-RUTA2-20,45.6368,8.8342
25042468-RUTA2-20,39.5764,2.6542
25043076-RUTA2-20,49.5384,8.4106
25043646-RUTA2-20,45.6368,8.8342
25045666-RUTA2-20,45.6368,8.8342
100567751,45.2842,4.8123
100591000,42.8276,-7.5149
100591160,43.0,-8.3799
100562903,41.3365,2.1303
100568156,42.4754,-7.2745
100531724,39.4784,-0.4525
100588580,43.0305,-7.3321
100584210,40.3794,-3.7399
100552525,38.6606,-8.1829
25047171-RUTA2-20,51.3737,4.2633
25047169-RUTA2-20,51.3737,4.2633
25047168-RUTA2-20,51.3737,4.2633
100584696,41.184,-8.2888
100558971,39.9755,-0.1436
25042201-RUTA2-20,39.5764,2.6542
25044352-RUTA2-20,39.5764,2.6542
25045081-RUTA2-20,49.5384,8.4106
25045773-RUTA2-20,48.1443,11.7037
25042850-RUTA2-20,39.5764,2.6542
25047165-RUTA2-20,49.5384,8.4106
25048016-RUTA2-20,49.5384,8.4106
25042849-RUTA2-20,51.2693,4.3722
25049648-RUTA2-20,49.5384,8.4106
100585890,42.1604,-7.6108
1436,38.6646,-27.2735
25052594-RUTA2-20,51.3737,4.2633
100520072,42.4768,-2.3958
100590808,42.2669,7.8714
100591044,43.4502,-7.8531
25047513-RUTA2-20,45.6368,8.8342
25049897-RUTA2-20,45.6368,8.8342
100565275,43.326,-0.4405
11103_00VI,41.1089,1.1458
25052595-RUTA2-20,51.3737,4.2633
12626A,-23.4425,-58.4438
100587607,28.3342,-16.3701
100591033,28.5007,-17.8268
100583756,49.5264,0.7634
100515938,39.484,-6.413
25048881-RUTA2-20,45.6368,8.8342
12791,37.345,-5.8613
100590990,39.8779,-4.077
100582902,42.3008,-7.8719
100587851,42.316,-7.9551
100589877,41.3302,2.1504
100571156,42.1673,-1.692
100591336,36.4719,-6.1966
100591316,40.6709,-8.482
25050936-RUTA2-20,45.6368,8.8342
25051701-RUTA2-20,45.6368,8.8342
25051978-RUTA2-20,45.6368,8.8342
25051977-RUTA2-20,45.6368,8.8342
25050734-RUTA2-20,45.6368,8.8342
25051867-RUTA2-20,45.6368,8.8342
25052504-RUTA2-20,45.6368,8.8342
100581266,37.5745,-0.93
100589907,43.3389,-3.0468
38459,43.3238,-3.1095
12557,38.7111,-0.9842
13129_00HO,40.9084,-4.1079
100544173,42.9555,-9.1876
25048597-RUTA2-20,39.5764,2.6542
25053345-RUTA2-20,45.6368,8.8342
25055152-RUTA2-20,45.6368,8.8342
25054229-RUTA2-20,45.6368,8.8342
25054699-RUTA2-20,45.6368,8.8342
25054394-RUTA2-20,45.6368,8.8342
25054916-RUTA2-20,49.5384,8.4106
100591313,40.8984,-0.3695
100528135,37.7233,-1.167
C09205,41.1082,1.194
100582780,40.4832,-8.0842
100589299,40.3142,-3.7371
100584695,41.7537,-2.5468
100589943,39.812,-7.527
100589170,40.2248,-0.931
100579320,37.4641,-3.8974
100591382,43.4213,-5.8144
100590357,45.1921,0.6875
100568001,38.8242,-9.0966
100591467,42.0489,-6.6343
100519888,42.0004,-5.7494
25052935-RUTA2-20,51.2693,4.3722
25055682-RUTA2-20,45.6368,8.8342
25054934-RUTA2-20,45.6368,8.8342
25056019-RUTA2-20,45.6368,8.8342
25055183-RUTA2-20,45.6368,8.8342
100558999,40.7671,0.6557
25058518-RUTA2-20,45.6368,8.8342
25047170-RUTA2-20,51.3737,4.2633
25056018-RUTA2-20,45.6368,8.8342
25056695-RUTA2-20,45.6368,8.8342
25058666-RUTA2-20,39.5764,2.6542
25060529-RUTA2-20,45.6368,8.8342
25058908-RUTA2-20,45.6368,8.8342
100591522,42.7925,-7.8361
25060206-RUTA2-20,45.6368,8.8342
25061664-RUTA2-20,51.2838,4.38
25059167-RUTA2-20,45.6368,8.8342
100558995,43.0723,-2.9965
100577772,28.4376,-13.8724
100580147,42.9154,-3.5831
100546312,37.8291,-1.3688
100570763,40.5557,-5.6709
100549951,28.0783,-16.5579
100588272,51.0678,3.7291
25059109-RUTA2-20,39.5764,2.6542
25060848-RUTA2-20,45.6368,8.8342
25061267-RUTA2-20,45.6368,8.8342
25057179-RUTA2-20,39.5764,2.6542
25060184-RUTA2-20,39.5764,2.6542
25061764-RUTA2-20,49.5384,8.4106
25062515-RUTA2-20,45.6368,8.8342
25062245-RUTA2-20,45.6368,8.8342
25062421-RUTA2-20,45.6368,8.8342
100001415,28.1581,-15.4106
100590403,40.4441,-3.4858
25058359-RUTA2-20,51.2838,4.38
25063452-RUTA2-20,39.5764,2.6542
100591656,42.6868,-6.5453
100587982,38.7708,-9.3516
100590091,43.5587,12.1074
25062560-RUTA2-20,45.6368,8.8342
100577978,41.4149,-6.4042
88578,39.7459,-9.0269
100591687,37.1273,-8.2302
25063209-RUTA2-20,39.5764,2.6542
1438,37.9341,-1.1776
100589761,40.437,-3.5336
100549581,37.9891,-1.579
25062555-RUTA2-20,45.6368,8.8342
25063666-RUTA2-20,51.2838,4.38
100589963,41.0909,-8.5302
100591356,28.4613,-16.3005
100589937,39.7737,-8.1094
25066161-RUTA2-20,49.5384,8.4106
25065589-RUTA2-20,45.6368,8.8342
25066729-RUTA2-20,45.6368,8.8342
100575861,43.0189,-7.4442
100577156,38.8388,-9.3693
100581800,41.5052,-2.4991
100577316,42.8015,-5.1314
100549049,28.2765,-14.1081
100591743,39.39,-3.2239
100591469,28.4884,-16.2193
100588805,40.9299,-5.7881
100568125,42.5191,-0.3661
25067508-RUTA2-20,51.3737,4.2633
25067507-RUTA2-20,51.3737,4.2633
25067506-RUTA2-20,51.3737,4.2633
100527212,38.3807,-4.8817
25067838-RUTA2-20,51.2838,4.38
25066065-RUTA2-20,45.6368,8.8342
25066624-RUTA2-20,45.6368,8.8342
100518376,42.9107,-8.5191
25067099-RUTA2-20,45.6368,8.8342
25067942-RUTA2-20,45.6368,8.8342
25068789-RUTA2-20,45.6368,8.8342
100578419,28.4921,-16.37
25069202-RUTA2-20,0.0,0.0
25068818-RUTA2-20,39.5764,2.6542
25068821-RUTA2-20,39.5764,2.6542
1457,37.7929,-1.0054
400090,41.5639,2.2445
100562311,37.3973,-5.9715
25070069-RUTA2-20,49.5384,8.4106
25071110-RUTA2-20,39.5764,2.6542
100590206,40.6284,-3.2214
100590262,28.2916,-16.6291
25069857-RUTA2-20,49.5384,8.4106
100516079,41.8068,2.7532
40095,42.4369,-2.9551
100516528,42.2098,-8.7432
100001410,43.2396,-2.8781
100587846,42.8961,-8.0167
100591788,43.0307,-2.5051
100564918,41.9047,2.8036
100579346,40.1484,-8.8588
100573479,28.1349,-15.4277
10411CAB,40.6175,-3.2063
100590398,53.7447,9.1141
100568299,39.7284,-8.8355
100515807,42.8261,-1.6656
100000007,43.3623,-8.4115
100521343,28.2296,-16.443
100591933,36.6061,-5.8004
12641E31,42.8438,-1.5305
100572638,28.4466,-16.295
100591770,28.1082,-15.4557
40046,43.3548,-4.0518
100591997,39.7718,-8.7787
100532677,43.3502,-8.4399
100574363,42.4495,-2.3371
100525687,28.1064,-16.6792
100577415,28.4823,-16.3974
100500892,43.1685,-2.3275
100001410,43.2302,-2.8926
100559913,37.0386,-7.9602
25072701-RUTA2-20,39.5764,2.6542
25071832-RUTA2-20,48.2262,16.3823
25073009-RUTA2-20,39.5764,2.6542
25075035-RUTA2-20,49.5384,8.4106
25073763-RUTA2-20,39.5764,2.6542
25076606-RUTA2-20,49.5384,8.4106
25075982-RUTA2-20,51.2693,4.3722
25078387-RUTA2-20,45.6368,8.8342
100588105,41.1816,1.0451
100565852,38.659,-27.2085
100569536,28.3342,-16.3701
100525368,42.6463,-8.8947
10215S,43.4151,-3.8449
100524404,28.0752,-16.5519
100529183,43.2367,-2.8028
100539931,28.4626,-16.303
100571382,37.1399,-7.8553
100588097,38.1649,-0.8852
11488A,37.9519,-1.1845
100590695,42.4417,3.1563
25078905-RUTA2-20,39.5764,2.6542
25078848-RUTA2-20,49.5384,8.4106
25079360-RUTA2-20,49.5384,8.4106
25080539-RUTA2-20,48.1443,11.7037
25079950-RUTA2-20,49.5384,8.4106
100560229,49.1457,2.2688
100519461,37.2539,-6.9596
100569077,41.2574,-8.5113
100553284,41.2866,1.2503
100532671,41.1729,1.2251
100588249,44.3003,11.8707
100576155,40.0951,-8.3323
100537751,28.4237,-16.2998
100575947,41.6837,-1.0268
100589837,43.2998,-3.9954
25079084-RUTA2-20,39.5764,2.6542
25079756-RUTA2-20,48.2262,16.3823
25079755-RUTA2-20,51.2838,4.38
25081582-RUTA2-20,49.5384,8.4106
25081841-RUTA2-20,49.5384,8.4106
25082075-RUTA2-20,49.5384,8.4106
25081672-RUTA2-20,48.2262,16.3823
25083082-RUTA2-20,49.5384,8.4106
25083449-RUTA2-20,49.5384,8.4106
25083062-RUTA2-20,48.1443,11.7037
100588084,37.5766,-0.9214
12035C,42.2187,2.1706
100591987,41.6854,-1.1256
25079884-RUTA2-20,0.0,0.0
25085956-RUTA2-20,49.5384,8.4106
25087140-RUTA2-20,49.5384,8.4106
25087826-RUTA2-20,39.5764,2.6542
25087960-RUTA2-20,48.2262,16.3823
25089167-RUTA2-20,49.5384,8.4106
25089151-RUTA2-20,49.5384,8.4106
25088183-RUTA2-20,49.5384,8.4106
25088484-RUTA2-20,48.2262,16.3823
100587205,41.2325,0.3989
25092560-RUTA2-20,49.4764,8.4305
100530912,0.0,0.0
12455E14,38.1885,-5.0211
100540826,38.1885,-5.0182
100552846,0.0,0.0
100516276,43.1439,-2.9411
100590066,38.0347,-1.1798
100589551,36.4033,-6.1287
1441,41.1535,1.2126
2598255,40.4173,-3.7018
100581266,7.3697,12.3547
100533515,28.2916,-16.6291
100590658,42.2969,-7.8714
100587785,40.5308,-3.3484
200104311,41.1102,1.2447
100544897,41.6408,-0.984
100538017,28.4676,-16.2792
100001439,41.1384,1.2175
200100812,41.357,2.1684
100529833,42.7046,2.8536
100544676,40.7254,-3.1774
100568749,42.2316,-8.7424
200101211,39.9757,0.0166
100540361,40.1241,-8.5185
92344,41.7789,-2.4787
1849,51.8905,4.3398
100592489,38.7201,-27.0815
100500565,41.2993,2.021
100533180,37.4319,-3.6078
100589491,42.0107,2.8252
100524658,39.1719,-3.0103
100588257,43.3194,-8.2339
100591115,41.4576,-8.4949
100592598,38.5417,-8.835
100566384,39.0244,-7.2486
1415,28.1581,-15.4106
100591591,42.6745,-1.656
20153A,38.8261,-0.5549
92539ORI,42.8476,-1.6242
10113EB,41.1565,1.2092
100564047,38.8719,-1.8147
1803,41.1733,1.2251
100501099,43.9083,-0.907
25106643-RUTA2-20,49.4764,8.4305
100592113,40.3936,-8.7188
100592219,40.8126,0.5214
100555478,42.8917,-2.1656
100588365,44.9943,19.8326
100581266,37.5778,-0.9167
100566343,28.1088,-15.4592
100551898,37.5778,-0.9167
25096732-RUTA2-20,49.5384,8.4106
25108518-RUTA2-20,49.5384,8.4106
1225,38.0777,-3.0076
100515787,43.2722,-2.0551
100592612,37.846,-0.8048
1403,43.5719,-5.9284
100518584,42.7937,-8.1694
100559704,40.2738,-2.9683
10411_24PR,41.3962,2.152
10983,41.7872,1.098
100592445,38.5412,-0.1234
100560865,44.8516,-0.6758
100580215,41.7599,-2.5359
11480D,39.4557,-0.739
100517316,41.1076,1.2037
10493,41.6657,-0.808
100529725,39.3776,-6.3501
25119227-RUTA2-20,49.4764,8.4305
100553081,44.9197,-0.5433
1434067-RUTA2-20,39.5764,2.6542
100592169,40.0958,-8.3317
100580936,40.1499,-2.1374
11442,41.7266,2.5766
100528085,42.6855,-2.9651
10411DER,43.2119,-2.8733
100570885,41.015,-2.5763
100592101,36.6718,-4.5804
100590615,37.4787,-1.6385
100591678,36.6718,-4.5804
100578521,39.405,-3.0701
100593155,39.0053,-0.5643
100592747,40.0453,-3.6891
100515799,40.35,-3.5374
25126371-RUTA2-20,49.4764,8.4305
100591733,38.0347,-1.1893
100579387,41.4158,2.1346
100555373,38.0707,-3.5876
100526278,38.033,-1.1954
100579026,43.4379,4.9457
100592695,40.1217,-3.7836
25129396-RUTA2-20,49.4764,8.4305
100592974,38.8902,-4.0473
C38205,41.6105,0.6707
12347PF,41.1139,1.1826
